timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,fullName
362:09,7,1,24,36,22,43,0,0,58:12,303:54,24,27.3,2.8,0,0,0,0,00:03,12,0,8,471,16:27,13:48,00:00,02:38,Travis Konecny
564:09,8,3,4,31,22,44,0,2,69:07,416:40,4,9.7,1,1,0,0,78:22,30,-4,11,682,25:38,18:56,03:33,03:08,Ivan Provorov
40:48,0,0,2,3,4,1,0,0,00:24,40:24,2,50.0,0.0,0,0,0,0,00:00,0,-1,0,59,10:12,10:06,00:00,00:06,Connor Bunnaman
173:47,2,3,4,19,12,8,1,1,23:44,149:03,4,25.0,15.8,1,0,0,0,01:00,4,-2,5,250,14:28,12:25,00:05,01:58,Joel Farabee
2332:52,36,43,66,405,126,187,17,25,363:00,1792:00,66,46.9,10.6,7,1,0,0,177:52,74,-8,79,3244,18:30,14:13,01:24,02:52,Jeff Carter
3368:28,110,64,236,586,170,190,28,80,762:58,2588:46,236,46.2,10.9,12,1,1,2,16:44,90,4,174,3986,19:48,15:13,00:05,04:29,Evgeni Malkin
3645:10,122,69,81,520,174,182,19,73,759:40,2851:03,81,51.6,13.3,9,1,0,0,34:27,82,16,191,4485,20:56,16:23,00:11,04:21,Sidney Crosby
3427:31,64,22,142,348,142,275,9,33,537:01,2690:42,142,6.3,5,1,0,2,199:48,220,3,86,4018,24:08,18:56,01:24,03:46,Kris Letang
1716:22,21,4,16,93,80,126,1,2,30:30,1523:53,16,4.3,1,0,0,1,161:59,124,6,25,2408,21:27,19:02,02:01,00:22,Brian Dumoulin
622:41,5,8,8,87,41,74,1,2,36:57,578:40,8,50.0,9.2,2,1,0,0,07:04,18,-10,13,830,15:11,14:06,00:10,00:54,Jason Zucker
1053:52,8,19,28,117,72,117,1,3,43:47,935:27,28,58.8,16.2,4,0,0,0,74:38,56,5,27,1600,14:38,12:59,01:02,00:36,Bryan Rust
157:10,0,0,6,20,18,12,0,0,00:24,154:36,6,0.0,0,0,0,0,02:10,10,-8,0,258,08:43,08:35,00:07,00:01,Taylor Fedun
264:43,1,0,8,22,13,11,0,0,06:25,254:07,8,0.0,0,0,0,0,04:11,14,-3,1,341,20:21,19:32,00:19,00:29,Mike Matheson
150:33,0,1,2,14,11,17,0,0,01:47,121:32,2,45.3,7.1,0,0,0,0,27:14,2,-3,1,239,13:41,11:02,02:28,00:09,Teddy Blueger
534:35,6,6,12,53,34,85,0,0,03:44,446:13,12,30.0,11.3,1,1,1,1,84:38,20,0,12,798,15:43,13:07,02:29,00:06,Brock McGinn
259:59,0,0,6,20,18,38,0,0,04:18,230:07,6,0.0,0,0,0,0,25:34,19,-5,0,380,14:26,12:47,01:25,00:14,Chad Ruhwedel
941:34,22,26,24,135,51,76,4,6,122:41,813:06,24,30.8,19.3,7,1,1,1,05:47,25,3,48,1271,18:27,15:56,00:06,02:24,Jake Guentzel
447:45,5,5,16,53,31,57,0,0,21:22,388:47,16,75.0,9.4,2,1,1,2,37:36,10,-11,10,657,14:26,12:32,01:12,00:41,Kasperi Kapanen
275:08,2,0,10,21,18,13,0,0,05:14,261:08,10,0.0,0,0,0,0,08:46,16,-5,2,377,15:17,14:30,00:29,00:17,Marcus Pettersson
07:40,0,0,0,0,1,4,0,0,00:00,07:40,0,33.3,0,0,0,0,00:00,1,-1,0,13,07:40,07:40,00:00,00:00,Sam Lafferty
428:44,6,3,4,40,33,28,0,1,10:10,416:35,4,7.5,0,0,0,0,01:59,20,6,9,572,12:59,12:37,00:03,00:18,Danton Heinen
191:37,1,0,8,16,10,4,0,1,14:41,157:54,8,0.0,0,0,0,0,19:02,12,-2,1,261,19:09,15:47,01:54,01:28,John Marino
22:48,1,0,0,4,2,6,0,0,00:00,21:46,0,0.0,0,0,0,0,01:02,0,1,1,36,11:24,10:53,00:31,00:00,Evan Rodrigues
147:50,4,0,4,9,12,26,0,0,08:47,138:40,4,33.3,0.0,0,0,0,0,00:23,6,-1,4,214,12:19,11:33,00:01,00:43,Dominik Simon
261:59,3,1,8,28,23,54,0,0,03:06,223:58,8,28.6,3.6,0,0,1,1,34:55,18,-6,4,421,11:23,09:44,01:31,00:08,Zach Aston-Reese
759:23,4,0,30,54,49,44,0,1,56:25,663:44,30,0.0,0,0,0,0,39:14,57,-3,4,1140,15:29,13:32,00:48,01:09,John Moore
3128:09,74,46,92,515,160,257,15,35,456:30,2375:34,92,57.9,8.9,10,4,3,4,296:05,112,45,120,4321,19:33,14:50,01:51,02:51,Patrice Bergeron
2566:14,62,45,131,343,132,153,12,30,300:47,2044:21,131,32.0,13.1,9,3,1,3,221:06,60,30,107,3348,19:26,15:29,01:40,02:16,Brad Marchand
999:11,14,9,45,99,55,196,0,4,113:44,840:24,45,55.3,9.1,1,1,0,0,45:03,36,-4,23,1333,18:10,15:16,00:49,02:04,Nick Foligno
939:02,12,9,16,170,62,84,1,2,111:56,826:45,16,37.0,5.3,4,2,0,0,00:21,19,-3,21,1320,15:08,13:20,00:00,01:48,Craig Smith
880:55,16,11,33,107,54,101,1,5,76:17,716:42,33,50.6,10.3,2,1,0,0,87:56,34,-8,27,1265,16:18,13:16,01:37,01:24,Erik Haula
1528:11,18,21,38,171,92,217,4,8,152:25,1318:00,38,47.1,12.3,3,1,0,1,57:46,51,-21,39,2083,16:36,14:19,00:37,01:39,Charlie Coyle
371:56,1,2,2,25,18,33,0,0,01:47,306:12,2,8.0,0,0,0,0,63:57,35,-2,3,512,20:39,17:00,03:33,00:05,Derek Forbort
